0 , 1
1 , 0
2 , 0
3 , 1
4 , 0
5 , 0
6 , 1
7 , 0
8 , 1
9 , 1
10 , 0
11 , 0
12 , 1
13 , 0
14 , 0
15 , 1
16 , 1
17 , 0
18 , 1
19 , 0
20 , 0
21 , 1
22 , 0
23 , 0
24 , 1
25 , 1
26 , 1
27 , 1
28 , 0
29 , 0
30 , 1
31 , 0
32 , 1
33 , 1
34 , 0
35 , 0
36 , 1
37 , 1
38 , 1
39 , 1
40 , 0
41 , 0
42 , 1
43 , 0
44 , 1
45 , 1
46 , 0
47 , 0
48 , 1
49 , 1
50 , 0
51 , 1
52 , 0
53 , 0
54 , 1
55 , 0
56 , 1
57 , 1
58 , 0
59 , 0
60 , 1
61 , 1
62 , 1
63 , 1
64 , 0
65 , 1
66 , 1
67 , 0
68 , 1
69 , 1
70 , 0
71 , 1
72 , 1
73 , 1
74 , 1
75 , 0
76 , 0
77 , 1
78 , 1
79 , 0
80 , 1
81 , 1
82 , 0
83 , 1
84 , 1
85 , 0
86 , 1
87 , 0
88 , 0
89 , 1
90 , 1
91 , 0
92 , 1
93 , 1
94 , 0
95 , 1
96 , 1
97 , 1
98 , 1
99 , 1
100 , 0
101 , 0
102 , 1
103 , 0
104 , 1
105 , 1
106 , 0
107 , 0
108 , 1
109 , 1
110 , 0
111 , 1
112 , 0
113 , 0
114 , 1
115 , 0
116 , 1
117 , 1
118 , 0
119 , 0
120 , 1
121 , 1
122 , 0
123 , 1
124 , 0
125 , 0
126 , 1
127 , 0
128 , 1
129 , 1
130 , 0
131 , 0
132 , 1
133 , 1
134 , 1
135 , 1
136 , 0
137 , 1
138 , 1
139 , 0
140 , 1
141 , 1
142 , 0
143 , 1
144 , 1
145 , 1
