0 , 1
1 , 0
2 , 0
3 , 1
4 , 0
5 , 0
6 , 1
7 , 0
8 , 0
9 , 0
10 , 1
11 , 0
12 , 0
13 , 1
14 , 0
15 , 0
16 , 1
17 , 1
18 , 0
19 , 1
20 , 1
21 , 0
22 , 0
23 , 1
24 , 0
25 , 0
26 , 0
27 , 0
28 , 0
29 , 1
30 , 0
31 , 1
32 , 0
33 , 0
34 , 1
35 , 0
36 , 0
37 , 1
38 , 0
39 , 0
40 , 1
41 , 0
42 , 0
43 , 1
44 , 0
45 , 0
46 , 1
47 , 1
48 , 0
49 , 0
50 , 1
51 , 0
52 , 0
53 , 1
54 , 0
55 , 1
56 , 1
57 , 0
58 , 1
59 , 1
60 , 0
61 , 1
62 , 0
63 , 0
64 , 1
65 , 0
66 , 0
67 , 1
68 , 0
69 , 0
70 , 1
71 , 1
72 , 0
73 , 1
74 , 0
75 , 0
76 , 1
77 , 1
78 , 0
79 , 1
80 , 0
81 , 0
82 , 1
83 , 1
84 , 0
85 , 1
86 , 0
87 , 0
88 , 0
89 , 1
90 , 0
91 , 1
92 , 0
93 , 0
94 , 1
95 , 0
96 , 0
97 , 1
98 , 0
99 , 0
100 , 1
101 , 0
102 , 0
103 , 1
104 , 0
105 , 0
106 , 1
107 , 0
108 , 0
109 , 1
110 , 0
111 , 0
112 , 1
113 , 0
114 , 0
115 , 1
116 , 0
117 , 0
118 , 1
119 , 0
120 , 0
121 , 1
122 , 1
123 , 0
124 , 0
125 , 1
126 , 0
127 , 1
128 , 0
129 , 0
130 , 1
131 , 1
132 , 0
133 , 1
134 , 0
135 , 0
136 , 1
137 , 1
138 , 0
139 , 1
140 , 0
141 , 0
