Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,Sync_end,,,POINT,4.650,4.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,15.151,15.151,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,16.150,16.150,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,17.150,17.150,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,18.150,18.150,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,19.400,19.400,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,20.400,20.400,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,21.650,21.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,22.650,22.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,23.650,23.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,24.650,24.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,25.651,25.651,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,26.650,26.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,27.650,27.650,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,28.400,28.400,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_2,,,POINT,29.400,29.400,NA,,
demo_2_re,2021-12-14 01:44:25,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_2_re.mov,71.040,30.03,No focal subject,2beats_1,,,POINT,30.400,30.400,NA,,
