Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,Sync_end,,,POINT,15.152,15.152,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_2,,,POINT,22.420,22.420,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_3,,,POINT,23.130,23.130,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_1,,,POINT,24.130,24.130,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_2,,,POINT,25.630,25.630,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_3,,,POINT,26.880,26.880,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_1,,,POINT,27.880,27.880,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_2,,,POINT,29.130,29.130,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_3,,,POINT,29.880,29.880,NA,,
f3_re_yewon,2021-12-11 16:21:21,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_re_yewon.mov,464.110,30.03,No focal subject,3beats_1,,,POINT,31.379,31.379,NA,,
