Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,Sync_end,,,POINT,5.900,5.900,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_2,,,POINT,10.150,10.150,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_3,,,POINT,10.900,10.900,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_1,,,POINT,11.890,11.890,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_2,,,POINT,12.641,12.641,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_3,,,POINT,13.641,13.641,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_1,,,POINT,14.641,14.641,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_2,,,POINT,15.640,15.640,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_3,,,POINT,16.390,16.390,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_1,,,POINT,17.390,17.390,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_2,,,POINT,18.391,18.391,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_3,,,POINT,19.391,19.391,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_1,,,POINT,20.141,20.141,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_2,,,POINT,21.140,21.140,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_3,,,POINT,21.890,21.890,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_1,,,POINT,23.140,23.140,NA,,
metabase_3f,2021-12-11 21:17:28,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/f3_m.mov,341.840,30.03,No focal subject,3beats_2,,,POINT,24.140,24.140,NA,,
